Source,RA_ICRS,DE_ICRS,Plx,pmRA,pmDE,e_pmRA,e_pmDE,Gmag,BPmag,RPmag
4689637136541488000,5.71499226567,-72.16218513690,0.5537,-3.239,-2.942,0.902,0.795,19.440760,,
4689637136541489536,5.70621926834,-72.16129667251,0.9154,5.326,-2.312,0.180,0.169,17.603990,17.765598,16.942947
4689637136541489664,5.70442819773,-72.16115904337,0.6914,5.739,-2.448,0.404,0.425,19.835314,19.989925,19.056059
4689637136541490176,5.72764951777,-72.16504162055,1.2418,5.799,-3.498,1.415,1.511,20.021774,,
4689637136541491328,5.72221589989,-72.16424061786,,,,,,19.972805,,
4689637136541491584,5.70603703947,-72.16253896692,0.5791,6.085,-3.180,0.272,0.458,19.394201,,
4689637136541492608,5.69850406309,-72.16294059245,0.5055,5.152,-2.428,0.199,0.223,18.942814,19.086979,18.052488
4689637136541493504,5.71651750931,-72.16527424286,0.1918,5.659,-3.574,0.102,0.108,17.134819,17.236795,16.451563
4689637136541493632,5.72572954231,-72.16645740405,-0.3288,5.104,-3.437,0.756,0.738,20.360813,,
4689637136541493760,5.71075453556,-72.16467571630,-1.2165,3.892,-0.889,0.847,0.638,20.041485,20.199125,18.745720
4689637136541493888,5.70842969375,-72.16440264162,0.0477,6.117,-3.310,0.102,0.108,17.603354,17.701447,16.895336
4689637136541495424,5.70149419656,-72.16423510929,-0.0442,5.364,-2.575,0.422,0.343,19.496365,,
4689637136541496192,5.69673884422,-72.16466891303,-0.1354,7.594,-2.804,0.237,0.253,18.680624,18.261948,17.324795
4689637136541497088,5.71957707182,-72.16752138693,-1.0106,6.282,-5.408,0.790,1.100,19.961533,,
4689637136541497216,5.70307033078,-72.16515814934,,,,,,20.810862,,
4689637136541497984,5.72377599554,-72.16892922705,0.6028,5.088,-4.583,1.039,0.892,20.333206,,
4689637136541498368,5.71914156227,-72.16857164797,0.1580,5.025,-2.845,0.070,0.067,17.097683,17.429207,16.589119
4689637136541499136,5.72184260604,-72.16939294783,0.2526,5.289,-2.668,0.245,0.233,17.269905,17.518217,16.685396
4689637136541500032,5.71446945219,-72.16934198244,0.2516,5.467,-2.552,0.215,0.211,18.973003,19.364912,18.366140
4689637136541500544,5.70372550839,-72.16854001381,0.8569,3.826,-3.757,0.233,0.257,17.235022,17.189220,16.392033
4689637136541500800,5.69070756942,-72.16720350329,-0.2750,6.265,-1.854,0.171,0.177,17.944857,18.172026,17.323284
4689637136541503104,5.70910539005,-72.17188030315,-0.3818,5.432,-2.931,0.394,0.491,19.374578,,
4689637136541504000,5.67574396547,-72.16826397716,0.4350,5.074,-2.729,0.093,0.091,17.780901,18.109905,17.334959
4689637136541504384,5.67900947505,-72.16874407265,0.1986,5.691,-2.950,0.066,0.067,17.191885,17.465425,16.681800
4689637136541505536,5.70037039929,-72.17176380995,1.0257,4.799,-2.774,0.718,0.882,20.324127,,
4689637136541506048,5.68799340763,-72.17117024708,0.2059,5.464,-2.190,0.166,0.180,18.496462,18.792640,17.932410
4689637136541506304,5.69636729200,-72.17259050424,0.2063,6.015,-2.666,0.197,0.186,18.830866,,
4689637136541506560,5.70093587088,-72.17354627440,-0.0422,5.724,-2.925,0.182,0.162,18.621296,18.843975,17.936453
4689637136541506944,5.67892913096,-72.17117698640,0.1933,5.369,-3.070,0.015,0.014,13.862117,14.276820,13.267921
4689637136541507072,5.67783964423,-72.17057894180,-0.4415,6.660,-0.476,0.930,1.169,20.307710,,
4689637136541507200,5.67609746304,-72.17078778685,0.5449,4.953,-2.727,0.134,0.132,18.151407,18.046984,17.207260
4689637136541507712,5.68471170644,-72.17281960242,0.4866,7.978,-1.877,0.691,0.571,19.929493,,
4689637136541507840,5.68663094414,-72.17228688981,0.1898,5.357,-3.073,0.037,0.038,16.006758,16.310005,15.293235
4689637136541508096,5.67821419657,-72.17173793907,0.4418,3.997,-1.444,0.242,0.191,17.732183,17.404846,16.543669
4689637136541508736,5.68690315951,-72.17325355177,0.1887,5.447,-3.039,0.028,0.029,15.354807,15.792750,14.712904
4689637136541508992,5.67812911144,-72.17231848683,0.1878,5.456,-2.530,0.267,0.254,19.273706,,
4689637136541509120,5.68893957245,-72.17376428028,0.2824,5.239,-3.493,0.077,0.077,17.341690,17.514095,16.704697
4689637136541510912,5.68372734738,-72.17494311263,1.9503,9.543,-9.240,0.553,0.607,19.128502,19.149263,18.063814
4689637136541512832,5.68363881486,-72.17700251404,1.0749,5.548,-3.078,0.333,0.344,19.284048,19.774977,
4689637136543700096,5.69753816344,-72.16861713168,0.1729,5.808,-3.250,0.258,0.296,19.334995,19.370031,18.389715
4689637136543700224,5.69461680310,-72.16675488202,0.1424,5.594,-2.674,0.118,0.131,18.148623,18.441946,17.595268
4689637136544238464,5.72494533406,-72.16615331217,,,,,,20.398966,,
4689637166590421248,5.74524663671,-72.16340668585,,,,,,18.042152,,
4689637166590806912,5.72919968406,-72.15605428354,-0.0742,4.680,-4.466,0.590,0.841,18.749609,,
4689637166590807040,5.74352158652,-72.15506928574,0.1841,5.712,-2.439,0.064,0.064,17.010641,17.327112,16.452297
4689637166590807680,5.73206984908,-72.15988987989,0.0129,5.348,-3.306,0.095,0.095,17.490496,17.602589,16.820736
4689637166591050240,5.77404538648,-72.15273232726,0.2375,6.102,-2.950,0.014,0.013,12.803796,13.349445,12.104551
4689637166591051264,5.75523542534,-72.15056368012,0.1322,4.963,-3.466,0.148,0.159,18.344673,18.439537,17.497002
4689637166591207552,5.77919456980,-72.15657395257,2.4481,6.043,-3.788,0.926,0.783,19.801569,,
4689637166592435840,5.73129866752,-72.16121485457,-0.0520,6.756,-2.386,0.145,0.146,17.939432,18.196476,17.329174
4689637166592438912,5.73570078310,-72.15528519386,0.4370,5.588,-2.246,0.116,0.138,18.101152,18.401697,17.644386
4689637166592440704,5.78258466284,-72.15597723257,0.1020,5.621,-3.532,0.330,0.337,19.233446,19.339592,18.457613
4689637166592450304,5.78054742943,-72.15597635852,0.1036,4.732,-2.906,0.071,0.074,17.289812,17.576727,16.781520
4689637166593063808,5.74648649571,-72.15911137924,0.5538,4.148,-2.480,0.951,0.826,20.305230,,
4689637166593137920,5.75034869164,-72.15214328398,0.1847,5.667,-2.751,0.084,0.092,17.531267,17.900170,17.131792
4689637166593751808,5.77703542464,-72.15492552099,,,,,,20.399961,,
4689637166594432768,5.73662725933,-72.15678294050,,,,,,19.250643,19.092625,18.004063
4689637166597201152,5.75792357800,-72.15656299889,0.2227,5.308,-2.175,0.012,0.012,12.587428,13.177733,11.850884
4689637166597202432,5.76887982713,-72.15436059506,0.1205,5.501,-2.187,0.077,0.075,17.232489,17.462776,16.692165
4689637166604743936,5.73021924517,-72.15818221794,0.5130,5.117,-1.983,0.175,0.180,18.632698,18.860336,17.891447
4689637166604750848,5.73226463914,-72.15924688808,0.2300,6.101,-3.662,0.171,0.166,18.062698,18.179197,17.329353
4689637166604762624,5.73294144215,-72.15535851474,0.4792,5.042,-3.055,0.206,0.232,18.956903,19.298235,18.415257
4689637166604782080,5.74056354891,-72.15536423612,0.1536,5.697,-2.348,0.325,0.460,19.538088,,
4689637166604788096,5.74455416720,-72.16119303469,0.1611,5.002,-2.417,0.159,0.162,18.578465,19.031277,18.121778
4689637166604797056,5.74582476663,-72.16297717065,0.0680,6.199,-2.187,0.308,0.254,18.635546,,
4689637166604828160,5.75288358668,-72.15352292542,0.5396,5.559,-2.668,0.089,0.095,17.598858,17.718239,16.977419
4689637166604828672,5.75166232130,-72.16089772790,0.4223,5.595,-3.666,0.205,0.209,18.763880,19.128511,18.190510
4689637166604835840,5.75498537139,-72.16081139785,0.3077,5.520,-3.165,0.159,0.176,18.590765,18.955173,18.139788
4689637166604839808,5.75580646586,-72.16176467352,0.2121,5.938,-2.430,0.153,0.167,18.480295,18.893988,18.119337
4689637166604861440,5.76294588544,-72.15356210605,0.2383,4.087,-3.350,0.380,0.466,19.475718,,
4689637166604864256,5.76153343773,-72.14967166853,-0.0284,5.789,-2.642,0.151,0.123,17.826270,17.231339,
4689637166604881408,5.76738362052,-72.15874045240,-0.0662,6.361,-3.122,1.419,0.700,19.920572,,
4689637166604881664,5.76717716525,-72.15912574958,0.5047,5.277,-2.474,0.166,0.242,18.380476,,
4689637166604886400,5.76905902392,-72.14831942971,0.2145,5.724,-2.596,0.064,0.069,17.276768,17.555962,16.765661
4689637166604889472,5.77048931537,-72.14890276562,0.2005,5.440,-3.587,0.149,0.163,18.287743,,
4689637166604893312,5.77092140392,-72.15547699684,0.2666,5.069,-0.788,0.243,0.262,18.510191,,
4689637166604893440,5.77003980463,-72.15567254705,-0.3195,5.263,-1.665,0.366,0.404,19.166151,,
4689637166604926336,5.78068815790,-72.14787354358,0.0908,5.393,-3.135,0.068,0.073,17.323845,17.659340,16.851880
4689637166604929152,5.78146034035,-72.15690701925,0.2690,5.785,-2.769,0.099,0.109,17.840893,18.068022,17.344387
4689637166622981888,5.73332580305,-72.16306630186,0.2986,5.088,-2.917,0.090,0.091,17.724358,17.982351,17.166397
4689637166622982656,5.74527072478,-72.16326144517,0.5759,2.541,-2.532,0.306,0.233,17.793806,17.321829,16.499834
4689637166622984320,5.76405010885,-72.16042006660,0.3092,6.072,-3.050,0.114,0.118,17.807606,,
4689637166622984448,5.76451513959,-72.15993696435,0.1527,5.461,-1.973,0.076,0.081,17.399624,17.488980,16.725382
4689637166623020672,5.73230935067,-72.16533893774,0.2856,5.396,-2.549,0.220,0.226,19.063797,19.589579,18.715023
4689637166623026432,5.75236156280,-72.16207894391,-0.6730,7.325,-2.957,0.249,0.303,18.933632,19.360670,18.356411
4689637166623027712,5.75643222994,-72.15874043391,-0.0294,5.806,-3.482,0.161,0.176,18.502604,18.625185,17.751295
4689637166623033472,5.77031783390,-72.15829132471,-0.1546,4.207,-1.730,0.232,0.312,18.929028,18.440517,17.523108
4689637166623049600,5.75578186229,-72.15818812114,0.2610,6.824,-3.865,0.315,0.482,19.110916,,
4689637166623108480,5.73031772422,-72.16241989121,0.8363,4.427,-2.034,0.452,0.457,19.843626,,
4689637166623109248,5.73454841809,-72.16268486053,0.1268,4.837,-2.837,0.292,0.300,19.401669,,
4689637166623111040,5.73936519328,-72.15802809671,0.2461,6.584,-3.327,0.855,0.869,19.904306,,
4689637166623114112,5.74703841528,-72.16281384067,1.0289,4.609,-4.269,0.262,0.333,19.163710,,
4689637166623114240,5.74704166918,-72.16377154160,-0.6619,4.324,-2.792,0.358,0.346,19.558840,,
4689637166623114496,5.74752816418,-72.16336563454,-0.1681,5.881,-2.595,0.338,0.407,19.484825,,
4689637166623117824,5.75616433904,-72.16046178059,-0.4131,5.530,-2.186,0.473,0.593,19.826015,,
4689637166623118720,5.75780554539,-72.16037363070,0.2977,5.505,-0.444,0.453,0.478,19.771670,19.947912,18.929543
4689637166623123328,5.76732631114,-72.15838230352,0.4392,4.343,-2.458,0.823,0.766,19.654503,,
4689637166623125248,5.77008472498,-72.15861598966,,,,,,19.605927,,
4689637166623126528,5.77248790591,-72.15767325204,1.5277,7.171,-1.966,0.591,0.903,19.910769,20.902092,19.260078
4689637166623235072,5.73044403358,-72.15967629436,-1.6200,2.714,-0.435,1.366,1.578,20.552263,,
4689637166623236096,5.73282358900,-72.16093191247,2.1198,4.223,-2.639,0.876,1.152,20.276173,,
4689637166623237120,5.73422172155,-72.15805579200,-0.0289,7.327,-5.517,1.136,1.141,20.530989,20.978690,19.713133
4689637166623237888,5.73522105755,-72.16123686312,,,,,,20.924183,19.001812,20.013243
4689637166623238912,5.73621207881,-72.16431599040,-2.8790,7.103,-0.574,1.395,0.991,20.387281,,
4689637166623240320,5.73849346947,-72.15946728743,,,,,,20.836893,,
4689637166623240576,5.73893524677,-72.16455727195,0.5710,6.603,-2.776,0.731,0.746,20.235497,20.831990,19.653393
4689637166623241216,5.73985755509,-72.16151906843,-0.5293,6.579,-0.765,1.291,1.211,20.449944,,
4689637166623265664,5.77281497608,-72.15728053112,,,,,,20.822630,,
4689637166624317824,5.76655399590,-72.15236802978,0.2281,5.922,-2.562,0.058,0.057,16.890236,17.185553,16.202988
4689637166624321920,5.73089962400,-72.15609949426,0.4099,4.538,-2.885,0.209,0.104,17.587116,,
4689637166624464768,5.74563943306,-72.15440840880,0.0166,5.316,-2.538,0.194,0.271,18.831064,,
4689637166624467456,5.75005447117,-72.15339198406,0.4282,5.197,-3.131,0.151,0.161,18.388624,18.633215,17.828333
4689637166624472192,5.75541681312,-72.15103315567,-0.0791,5.370,-3.316,0.280,0.365,18.949562,,
4689637166624477824,5.76227581527,-72.15108422022,-0.0213,5.281,-2.968,0.127,0.143,18.052074,18.042084,17.217909
4689637166624479232,5.76379561256,-72.15102783715,-0.7862,4.648,-3.886,0.288,0.320,18.392078,,
4689637166624480512,5.76541326859,-72.15090751216,0.2155,5.890,-2.878,0.133,0.154,18.277199,18.338627,17.555650
4689637166624480768,5.76576850706,-72.15311427093,0.3407,5.004,-2.792,0.127,0.148,18.075357,18.358430,17.516705
4689637166624483328,5.76831445081,-72.15262681214,0.3149,2.716,-5.187,0.419,0.476,18.246792,17.723612,16.914984
4689637166624483456,5.76900627976,-72.15709848027,-0.2218,6.566,-2.021,0.166,0.213,18.550646,18.736364,17.937065
4689637166624487808,5.77444732826,-72.14798706559,0.2004,5.570,-2.505,0.156,0.178,18.556843,18.956238,18.049760
4689637166624488576,5.77537707189,-72.14981595759,-0.1017,5.256,-3.060,0.211,0.213,18.673424,18.728880,17.859411
4689637166624489600,5.77611371267,-72.14937729898,0.0907,4.623,-1.797,0.428,0.303,18.975628,,
4689637166624490752,5.77745577395,-72.15415034677,0.2882,5.880,-2.559,0.166,0.160,18.384630,18.641861,17.817960
4689637166624491008,5.77768662577,-72.14881595302,-0.2473,5.802,-3.210,0.212,0.278,18.919092,19.075539,18.163996
4689637166624492544,5.77900379532,-72.15478932460,-0.1394,5.165,-2.126,0.143,0.137,18.137928,18.261574,17.438353
4689637166624493952,5.77908058378,-72.15286487569,-0.0661,5.522,-2.807,0.307,0.268,18.955616,,
4689637166624494848,5.78018844449,-72.14523551543,0.3338,4.770,-2.632,0.119,0.150,18.342772,18.640537,17.757150
4689637166624495232,5.78016536968,-72.15081629628,0.4095,4.609,-1.988,0.245,0.314,18.680702,,
4689637166624638592,5.72868445637,-72.15690163298,0.0505,5.061,-2.917,0.189,0.194,18.864240,18.923500,18.051502
4689637166624656256,5.74342112408,-72.15616816574,0.1457,5.456,-1.735,0.512,0.639,19.957650,20.531704,19.654472
4689637166624660352,5.74849005615,-72.15354958729,0.0919,5.654,-2.659,0.381,0.648,19.436155,,
4689637166624668032,5.75498356217,-72.15241688379,1.9503,8.595,-6.700,0.631,0.956,19.826536,19.943754,18.773218
4689637166624669056,5.75559978658,-72.15293493620,0.6267,5.460,-2.493,0.295,0.375,19.309242,19.642635,18.526337
4689637166624669952,5.75606316022,-72.15454423819,0.2541,5.693,-1.758,0.362,0.385,19.052498,,
4689637166624671360,5.75772553053,-72.15317942949,0.4829,5.456,-2.177,0.295,0.411,19.201765,19.639872,18.589478
4689637166624682240,5.76593413610,-72.15542341119,3.0030,7.364,-7.039,0.712,1.115,19.655916,,
4689637166624683648,5.76658102402,-72.14824762885,0.3819,4.370,-2.573,0.314,0.476,19.317808,,
4689637166624684544,5.76710059824,-72.15056117150,-0.1757,3.952,-2.626,0.394,0.434,19.530321,19.842518,18.928139
4689637166624685184,5.76739577951,-72.15653654817,-0.0764,4.516,-2.494,0.411,0.552,19.585192,,
4689637166624689664,5.77163405329,-72.14984868150,0.7623,5.769,-2.304,0.333,0.313,19.207224,,
4689637166624689920,5.77192864809,-72.15456682885,0.1803,5.833,-3.095,0.341,0.373,19.102558,,
4689637166624691200,5.77336343232,-72.15693850899,0.5125,5.574,-3.864,0.207,0.239,18.961164,19.332280,18.374920
4689637166624694400,5.77535611551,-72.15450279484,1.7021,4.614,-5.644,1.343,1.615,20.126768,,
4689637166624695040,5.77593508728,-72.14724875402,-0.1002,4.874,-3.330,0.634,0.895,19.906057,21.165668,18.472706
4689637166624698112,5.77810632521,-72.14841569093,0.6540,4.398,-1.449,0.414,0.386,19.306276,19.416504,18.231728
4689637166624698368,5.77802539977,-72.15595167433,0.5422,4.826,-2.378,0.443,0.561,19.634030,19.691717,18.755240
4689637166624698496,5.77816111522,-72.15465899018,0.8568,5.059,-1.069,0.648,0.796,19.676825,,
4689637166624702080,5.78104798900,-72.15358842584,3.2142,5.305,-4.288,1.120,1.014,19.773726,,
4689637166624733312,5.74905870215,-72.15497061201,,,,,,20.360968,,
4689637166624884608,5.73406840680,-72.15656851928,-0.0729,5.167,-3.705,0.309,0.338,19.431380,19.930285,18.987862
4689637166624897152,5.74336491201,-72.15296309238,,,,,,20.185558,,
4689637166624904064,5.74887835544,-72.15277750547,,,,,,20.729292,,
4689637166624908160,5.75196841926,-72.15421404677,,,,,,20.592920,,
4689637166624917120,5.75926736417,-72.15230092695,,,,,,20.554327,,
4689637166624921344,5.76235432744,-72.15568632193,,,,,,20.324677,21.124102,19.217120
4689637166624925952,5.76650113187,-72.15419305393,-0.3098,5.095,-2.161,0.932,0.797,19.949510,20.382433,19.465586
4689637166624930432,5.77030269564,-72.15385448791,0.0332,6.069,-2.589,0.129,0.122,17.801960,17.903107,17.164589
4689637166624932096,5.77066268440,-72.15446316486,,,,,,20.866545,,
4689637166624941440,5.77641489861,-72.15623170092,,,,,,20.366287,,
4689637166624948096,5.77931322330,-72.15234511945,-0.2268,5.531,-2.798,0.259,0.242,18.131859,18.073523,17.148907
4689637166625057664,5.77176961475,-72.14930899978,0.1884,5.370,-2.666,0.045,0.047,16.469416,16.773079,15.770013
4689637170894043776,5.77189550657,-72.14669941813,0.1860,5.428,-2.092,0.097,0.094,17.477154,17.722143,16.946627
4689637170894046336,5.77330389713,-72.14754134344,0.6163,7.028,-3.079,0.767,1.266,19.748781,,
4689637170894046464,5.77159393298,-72.14756108069,0.3823,5.029,-1.624,0.514,0.861,19.527266,,
4689637170894054272,5.77292056555,-72.14996701150,,,,,,20.453241,,
4689637170894055040,5.77777659449,-72.15012704464,,,,,,18.746760,,
4689637170894055296,5.77960472005,-72.15037750551,0.1901,5.457,-2.957,0.083,0.092,17.361849,17.446196,16.663490
4689637170894055552,5.78157792713,-72.15096398543,-1.2899,6.486,-2.457,0.475,0.400,19.419695,,
4689637170894060288,5.77115531652,-72.15088010463,,,,,,20.373726,,
4689637170894062208,5.76070922933,-72.15016519519,-2.1645,8.238,-0.382,0.599,0.877,19.660370,,
4689637170894062336,5.76285312129,-72.14960908725,3.8586,4.209,-2.962,1.141,1.843,20.458889,,
4689637170894062848,5.77597303958,-72.15146681055,0.0940,5.028,-2.991,0.122,0.116,17.978703,18.239260,17.438196
4689637170894064128,5.77828320728,-72.15222016361,,,,,,19.508526,,
4689637170894067584,5.77101524784,-72.15212039132,0.0807,5.227,-2.624,0.065,0.063,16.734476,16.984003,15.966923
4689637170894070272,5.76855024581,-72.15293175977,0.1733,5.195,-3.162,0.370,0.311,19.021017,,
4689637170894072064,5.77529282525,-72.15386802254,0.7645,5.238,-2.504,1.269,1.186,19.704668,,
4689637170894072192,5.77416019146,-72.15354987026,2.7046,2.562,-5.962,0.660,0.656,18.237873,17.435421,16.516026
4689637170894076032,5.76085469112,-72.15302450720,0.5388,5.247,-4.102,0.428,0.663,19.017067,18.984034,17.873224
4689637170894078208,5.76391236880,-72.15425231535,-0.4247,5.581,-1.812,0.251,0.286,18.965408,19.431799,18.456795
4689637170894078336,5.77594177361,-72.15573264286,,,,,,20.477118,,
4689637170894080640,5.77909106120,-72.15630109280,,,,,,20.018385,,
4689637170894080768,5.77920740340,-72.15726568019,0.8461,10.542,-2.525,0.479,0.453,17.741993,17.494045,16.661928
4689637170894080896,5.77927966594,-72.15713599452,,,,,,18.257366,17.435354,16.596760
4689637170894081280,5.75476354042,-72.15420742068,0.3717,5.036,-3.433,0.211,0.227,18.707718,,
4689637170894081792,5.74831255909,-72.15302208160,3.6877,1.592,-0.165,1.349,1.322,19.919336,,
4689637170894083072,5.77604170084,-72.15713535314,0.4543,6.588,-1.124,0.419,0.571,19.666640,20.053871,19.352217
4689637170894083328,5.75878979982,-72.15505628005,0.7039,5.203,-2.267,0.435,0.541,19.651842,19.023853,18.097475
4689637170894085760,5.75478373509,-72.15568990810,0.7131,4.025,-3.564,0.268,0.321,18.643501,18.327732,17.191500
4689637170894085888,5.75539483714,-72.15536549523,-0.6874,6.495,-1.537,0.386,0.320,18.963121,18.377779,17.230200
4689637170894086912,5.74639049459,-72.15476484322,0.4265,4.895,-2.948,0.557,0.410,19.324404,,
4689637170894088320,5.76467097601,-72.15714231847,,,,,,20.054348,,
4689637170894088960,5.76436787064,-72.15927922004,0.2843,5.798,-2.909,0.104,0.110,17.842134,17.810232,17.032553
4689637170894089600,5.74986491401,-72.15601695549,,,,,,20.119143,,
4689637170894090880,5.75213513062,-72.15652126979,,,,,,19.001768,,
4689637170894091520,5.75421259974,-72.15690131118,,,,,,20.304852,,
4689637170894091648,5.75562119120,-72.15643500402,0.2051,4.458,-3.249,0.119,0.192,17.724325,,
4689637170894091776,5.75703041050,-72.15604547741,0.2085,5.510,-2.783,0.189,0.141,17.468530,16.669115,15.723132
4689637170894091904,5.75447514760,-72.15710926290,0.3073,3.999,-2.346,0.135,0.151,17.715872,17.731058,16.796871
4689637170894092672,5.73786885593,-72.15535148048,0.3007,6.267,-2.328,0.249,0.314,19.218290,19.278550,18.428528
4689637170894092928,5.76361881025,-72.15869437173,,,,,,20.911700,,
4689637170894093056,5.76216899058,-72.15862632581,-0.3605,5.414,-2.605,0.312,0.276,,,17.365790
4689637170894094592,5.74050970233,-72.15642856039,0.3640,4.941,-2.664,0.545,0.469,19.409477,,
4689637170894094848,5.75471222373,-72.15823083969,0.1084,5.625,-3.196,0.190,0.207,17.941101,,
4689637170894094976,5.75556303606,-72.15744410317,,,,,,20.373192,,
4689637170894095104,5.75335860374,-72.15874622389,,,,,,20.067604,,
4689637170894095232,5.75387269738,-72.15853104152,0.5756,5.838,-2.995,0.169,0.173,17.586843,17.523064,16.720340
4689637170894095360,5.75773809014,-72.15855651509,,,,,,19.708570,,
4689637170894098432,5.74721053461,-72.15744092465,-0.4772,5.203,-3.537,1.093,0.982,20.188625,20.280136,19.499128
4689637170894099840,5.73128277020,-72.15646164318,-1.4926,0.902,-3.188,1.142,0.808,20.019695,,
4689637170894099968,5.73009838119,-72.15664970638,1.3574,3.525,-2.826,0.849,1.124,19.809950,,
4689637170894100096,5.72842942046,-72.15619762050,0.2773,6.341,-2.701,0.153,0.150,17.058681,17.046803,16.195164
4689637170894100224,5.73098835234,-72.15591670116,-0.0025,3.824,-2.229,0.155,0.136,17.217073,16.657370,15.868719
4689637170894100736,5.74310694052,-72.15739255081,-0.0869,5.335,-3.285,1.157,1.565,19.943567,19.780092,19.245302
4689637170894102400,5.73686417461,-72.15715093588,0.4254,5.574,-3.075,0.702,0.548,19.661232,,
4689637170894102784,5.75941628252,-72.16151864323,0.4308,5.427,-2.063,0.170,0.169,18.456673,18.706367,17.715520
4689637170894102912,5.76044153258,-72.16090340181,0.2617,5.198,-2.845,0.049,0.051,16.188168,16.545033,15.494783
4689637170894103168,5.76165621970,-72.16065680008,-0.3397,4.223,-0.792,0.653,0.910,19.799267,,
4689637170894104064,5.75247460725,-72.15990366353,0.4795,5.811,-3.028,0.720,0.779,19.984253,,
4689637170894104320,5.74013324614,-72.15847930349,0.3242,4.675,-1.414,0.254,0.374,19.105305,19.516330,18.349367
4689637170894106112,5.73541677720,-72.15849069958,0.8586,1.506,-1.690,1.076,1.126,20.553335,,
4689637170894109184,5.73161699055,-72.15955829959,,,,,,18.999860,,
4689637170894113152,5.74517203704,-72.16275181885,,,,,,20.616587,,
4689637170894120192,5.73783904217,-72.16378503198,-0.2635,6.525,-2.221,0.291,0.280,19.232418,19.450996,18.390146
4689637170894121344,5.73135520116,-72.16405517621,-0.1421,6.153,-2.298,0.163,0.154,17.982504,17.880878,17.117172
4689637170894122368,5.72965108628,-72.16363729981,0.4920,5.659,-2.334,0.177,0.198,18.879360,19.105896,18.347720
4689637170894124544,5.73001045867,-72.16450178911,-0.0564,6.000,-2.377,0.175,0.182,17.834154,18.023129,17.197681
4689637170894129280,5.72992667972,-72.16674079893,-0.5409,4.874,-3.429,0.744,0.630,20.021973,,
4689637170894418304,5.74820881077,-72.15881063606,-0.5855,6.024,-3.397,0.494,0.461,19.716436,19.449205,18.471447
4689637170894674176,5.76012368245,-72.15765255633,0.3531,5.727,-2.187,0.148,0.161,18.294245,18.534887,17.585949
4689637170901182336,5.77124630442,-72.14689620380,,,,,,20.142830,,
4689637170901184512,5.77224603582,-72.14750014195,-0.5167,4.938,0.173,0.546,0.548,19.073124,18.817300,17.861115
4689637170901188608,5.77292313038,-72.14963687227,-0.4223,4.394,-2.587,0.214,0.301,18.699936,,
4689637170901189248,5.77916325579,-72.15071048035,,,,,,19.713190,,
4689637170901189504,5.77728710424,-72.15019054662,0.2647,5.151,-3.839,0.130,0.145,17.526155,17.543777,16.755585
4689637170901190016,5.76881127831,-72.14931503066,0.1868,5.891,-3.046,0.024,0.025,15.185188,15.638951,14.558207
4689637170901191680,5.77089706106,-72.15052391933,0.1796,5.272,-2.662,0.144,0.160,18.230833,18.421060,17.464613
4689637170901192832,5.76184531354,-72.15003342521,0.1641,5.301,-3.073,0.128,0.142,17.565695,17.491670,16.685976
4689637170901195008,5.76298231960,-72.15096849622,,,,,,19.897217,,
4689637170901195520,5.77142203663,-72.15191916758,,,,,,20.439192,,
4689637170901196288,5.77613389912,-72.15243689052,,,,,,20.773916,,
4689637170901196928,5.75906073612,-72.15112639623,-0.0793,5.006,-2.678,0.194,0.231,18.825413,19.237097,18.270336
4689637170901197440,5.76753491775,-72.15261940522,0.3546,5.140,-3.560,0.326,0.750,18.731844,,
4689637170901197696,5.75712206575,-72.15128157185,0.0993,5.820,-2.441,0.236,0.270,18.791052,19.027197,18.104270
4689637170901200896,5.76144573859,-72.15314260997,-1.5350,5.020,-3.088,0.583,0.737,19.318450,18.999800,18.080470
4689637170901201792,5.77875108242,-72.15691290970,,,,,,19.863630,,
4689637170901201920,5.77481831433,-72.15580222734,-0.1556,4.596,-2.643,0.382,0.636,19.407080,19.758501,18.617247
4689637170901203200,5.77169816985,-72.15561245926,0.3571,5.382,-3.189,0.154,0.154,18.180012,17.945341,17.104458
4689637170901203328,5.75386800548,-72.15385031969,0.0054,6.017,-2.038,0.108,0.117,17.949823,,
4689637170901203840,5.76630128539,-72.15586222555,0.5161,5.291,-2.899,0.291,0.351,19.257100,19.436720,18.366955
4689637170901204096,5.74163550134,-72.15318648243,0.1344,5.246,-3.157,0.085,0.095,17.196852,17.390968,16.575663
4689637170901204352,5.75856832653,-72.15544366031,0.1112,5.753,-3.504,0.356,0.602,19.055334,18.679970,17.393148
4689637170901205760,5.74448881357,-72.15456801037,0.3910,4.832,-3.017,0.175,0.187,18.623716,18.608046,17.796122
4689637170901206400,5.74976074152,-72.15515057161,-0.3590,6.045,-1.945,0.250,0.297,19.111946,19.385180,18.356249
4689637170901206656,5.76455971835,-72.15694955494,0.6866,2.533,-2.593,0.588,0.566,19.375423,19.165160,18.092990
4689637170901207296,5.76007535344,-72.15704316030,,,,,,20.146358,,
4689637170901207424,5.76562237731,-72.15906437941,0.2347,4.739,-2.633,0.134,0.140,18.114681,17.527954,16.741808
4689637170901207552,5.76838668462,-72.15793982935,0.0392,5.868,-2.033,0.095,0.093,15.372249,15.773129,14.722646
4689637170901207808,5.77062529116,-72.15882172433,1.2463,2.448,-5.159,0.560,0.609,19.217415,18.849997,17.729462
